class,confidence,x1,y1,x2,y2,image_w,image_h,source_path,output_path
cup, 0.7682, 518, 618, 577, 677, 1600, 900, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\segmented\festive-holiday-gathering-with-friends-340661_overlay.png, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\festive-holiday-gathering-with-friends-340661_overlay_from_overlay_yolo.png
person, 0.7670, 414, 290, 736, 648, 1600, 900, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\segmented\festive-holiday-gathering-with-friends-340661_overlay.png, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\festive-holiday-gathering-with-friends-340661_overlay_from_overlay_yolo.png
wine glass, 0.7525, 742, 501, 793, 637, 1600, 900, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\segmented\festive-holiday-gathering-with-friends-340661_overlay.png, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\festive-holiday-gathering-with-friends-340661_overlay_from_overlay_yolo.png
apple, 0.7361, 614, 676, 681, 754, 1600, 900, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\segmented\festive-holiday-gathering-with-friends-340661_overlay.png, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\festive-holiday-gathering-with-friends-340661_overlay_from_overlay_yolo.png
apple, 0.6677, 640, 713, 705, 765, 1600, 900, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\segmented\festive-holiday-gathering-with-friends-340661_overlay.png, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\festive-holiday-gathering-with-friends-340661_overlay_from_overlay_yolo.png
wine glass, 0.6309, 560, 537, 621, 680, 1600, 900, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\segmented\festive-holiday-gathering-with-friends-340661_overlay.png, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\festive-holiday-gathering-with-friends-340661_overlay_from_overlay_yolo.png
bowl, 0.6081, 1071, 673, 1266, 723, 1600, 900, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\segmented\festive-holiday-gathering-with-friends-340661_overlay.png, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\festive-holiday-gathering-with-friends-340661_overlay_from_overlay_yolo.png
dining table, 0.5948, 44, 610, 1339, 895, 1600, 900, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\segmented\festive-holiday-gathering-with-friends-340661_overlay.png, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\festive-holiday-gathering-with-friends-340661_overlay_from_overlay_yolo.png
chair, 0.5253, 1260, 521, 1321, 602, 1600, 900, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\segmented\festive-holiday-gathering-with-friends-340661_overlay.png, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\festive-holiday-gathering-with-friends-340661_overlay_from_overlay_yolo.png
cup, 0.4840, 790, 499, 847, 643, 1600, 900, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\segmented\festive-holiday-gathering-with-friends-340661_overlay.png, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\festive-holiday-gathering-with-friends-340661_overlay_from_overlay_yolo.png
cup, 0.4752, 994, 661, 1053, 724, 1600, 900, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\segmented\festive-holiday-gathering-with-friends-340661_overlay.png, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\festive-holiday-gathering-with-friends-340661_overlay_from_overlay_yolo.png
cup, 0.4666, 1008, 608, 1070, 696, 1600, 900, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\segmented\festive-holiday-gathering-with-friends-340661_overlay.png, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\festive-holiday-gathering-with-friends-340661_overlay_from_overlay_yolo.png
cake, 0.4211, 490, 675, 620, 770, 1600, 900, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\segmented\festive-holiday-gathering-with-friends-340661_overlay.png, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\festive-holiday-gathering-with-friends-340661_overlay_from_overlay_yolo.png
cup, 0.3524, 807, 715, 872, 780, 1600, 900, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\segmented\festive-holiday-gathering-with-friends-340661_overlay.png, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\festive-holiday-gathering-with-friends-340661_overlay_from_overlay_yolo.png
potted plant, 0.2831, 912, 332, 982, 457, 1600, 900, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\segmented\festive-holiday-gathering-with-friends-340661_overlay.png, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\festive-holiday-gathering-with-friends-340661_overlay_from_overlay_yolo.png
orange, 0.2664, 435, 702, 464, 729, 1600, 900, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\segmented\festive-holiday-gathering-with-friends-340661_overlay.png, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\festive-holiday-gathering-with-friends-340661_overlay_from_overlay_yolo.png
bottle, 0.2612, 807, 645, 873, 780, 1600, 900, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\segmented\festive-holiday-gathering-with-friends-340661_overlay.png, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\festive-holiday-gathering-with-friends-340661_overlay_from_overlay_yolo.png
