class,confidence,x1,y1,x2,y2,image_w,image_h,source_path,output_path
person,0.3993,993,128,1214,471,5040,2963,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\segmented\rafael-de-nadai-CelTm7ss3Ho-unsplash_overlay.png,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\rafael-de-nadai-CelTm7ss3Ho-unsplash_overlay_from_overlay_yolo.png
person,0.3887,2649,2089,2831,2287,5040,2963,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\segmented\rafael-de-nadai-CelTm7ss3Ho-unsplash_overlay.png,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\rafael-de-nadai-CelTm7ss3Ho-unsplash_overlay_from_overlay_yolo.png
person,0.3571,2711,2587,2854,2763,5040,2963,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\segmented\rafael-de-nadai-CelTm7ss3Ho-unsplash_overlay.png,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\rafael-de-nadai-CelTm7ss3Ho-unsplash_overlay_from_overlay_yolo.png
person,0.3564,1416,2060,1699,2274,5040,2963,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\segmented\rafael-de-nadai-CelTm7ss3Ho-unsplash_overlay.png,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\rafael-de-nadai-CelTm7ss3Ho-unsplash_overlay_from_overlay_yolo.png
person,0.3558,916,1418,1175,1702,5040,2963,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\segmented\rafael-de-nadai-CelTm7ss3Ho-unsplash_overlay.png,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\rafael-de-nadai-CelTm7ss3Ho-unsplash_overlay_from_overlay_yolo.png
person,0.3458,2627,182,2796,374,5040,2963,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\segmented\rafael-de-nadai-CelTm7ss3Ho-unsplash_overlay.png,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\rafael-de-nadai-CelTm7ss3Ho-unsplash_overlay_from_overlay_yolo.png
person,0.3364,2556,1086,2794,1250,5040,2963,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\segmented\rafael-de-nadai-CelTm7ss3Ho-unsplash_overlay.png,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\rafael-de-nadai-CelTm7ss3Ho-unsplash_overlay_from_overlay_yolo.png
person,0.3293,2607,234,2797,601,5040,2963,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\segmented\rafael-de-nadai-CelTm7ss3Ho-unsplash_overlay.png,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\rafael-de-nadai-CelTm7ss3Ho-unsplash_overlay_from_overlay_yolo.png
person,0.3247,2664,793,2820,1069,5040,2963,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\segmented\rafael-de-nadai-CelTm7ss3Ho-unsplash_overlay.png,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\rafael-de-nadai-CelTm7ss3Ho-unsplash_overlay_from_overlay_yolo.png
person,0.2782,990,127,1141,369,5040,2963,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\segmented\rafael-de-nadai-CelTm7ss3Ho-unsplash_overlay.png,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\rafael-de-nadai-CelTm7ss3Ho-unsplash_overlay_from_overlay_yolo.png
