class,confidence,x1,y1,x2,y2,mask_score,image_w,image_h,source_path,gdino_overlay_path,seg_overlay_path,yolo_overlay_path
plate, 0.6045, 521, 1400, 574, 1452, 0.9724, 2400, 1596, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\regina-victorica-FH8hDSkq8J4-unsplash.jpg, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\regina-victorica-FH8hDSkq8J4-unsplash_overlay.png, , D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\regina-victorica-FH8hDSkq8J4-unsplash_from_input_yolo.png
person man, 0.5514, 1391, 316, 1540, 506, 0.9340, 2400, 1596, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\regina-victorica-FH8hDSkq8J4-unsplash.jpg, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\regina-victorica-FH8hDSkq8J4-unsplash_overlay.png, , D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\regina-victorica-FH8hDSkq8J4-unsplash_from_input_yolo.png
person man woman, 0.5901, 1303, 357, 1405, 614, 0.9714, 2400, 1596, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\regina-victorica-FH8hDSkq8J4-unsplash.jpg, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\regina-victorica-FH8hDSkq8J4-unsplash_overlay.png, , D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\regina-victorica-FH8hDSkq8J4-unsplash_from_input_yolo.png
person woman, 0.5674, 1213, 388, 1323, 650, 0.9576, 2400, 1596, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\regina-victorica-FH8hDSkq8J4-unsplash.jpg, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\regina-victorica-FH8hDSkq8J4-unsplash_overlay.png, , D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\regina-victorica-FH8hDSkq8J4-unsplash_from_input_yolo.png
person man, 0.6436, 851, 1040, 1000, 1250, 0.9810, 2400, 1596, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\regina-victorica-FH8hDSkq8J4-unsplash.jpg, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\regina-victorica-FH8hDSkq8J4-unsplash_overlay.png, , D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\regina-victorica-FH8hDSkq8J4-unsplash_from_input_yolo.png
person man, 0.5955, 2198, 658, 2383, 832, 0.9595, 2400, 1596, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\regina-victorica-FH8hDSkq8J4-unsplash.jpg, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\regina-victorica-FH8hDSkq8J4-unsplash_overlay.png, , D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\regina-victorica-FH8hDSkq8J4-unsplash_from_input_yolo.png
person man, 0.6104, 1045, 1268, 1248, 1478, 0.9384, 2400, 1596, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\regina-victorica-FH8hDSkq8J4-unsplash.jpg, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\regina-victorica-FH8hDSkq8J4-unsplash_overlay.png, , D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\regina-victorica-FH8hDSkq8J4-unsplash_from_input_yolo.png
plate, 0.5553, 549, 371, 593, 406, 0.9512, 2400, 1596, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\regina-victorica-FH8hDSkq8J4-unsplash.jpg, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\regina-victorica-FH8hDSkq8J4-unsplash_overlay.png, , D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\regina-victorica-FH8hDSkq8J4-unsplash_from_input_yolo.png
person man, 0.6029, 1014, 1050, 1189, 1235, 0.9619, 2400, 1596, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\regina-victorica-FH8hDSkq8J4-unsplash.jpg, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\regina-victorica-FH8hDSkq8J4-unsplash_overlay.png, , D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\regina-victorica-FH8hDSkq8J4-unsplash_from_input_yolo.png
person woman, 0.5398, 1087, 220, 1192, 350, 0.9460, 2400, 1596, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\regina-victorica-FH8hDSkq8J4-unsplash.jpg, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\regina-victorica-FH8hDSkq8J4-unsplash_overlay.png, , D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\regina-victorica-FH8hDSkq8J4-unsplash_from_input_yolo.png
person man, 0.5980, 559, 1153, 714, 1340, 0.9474, 2400, 1596, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\regina-victorica-FH8hDSkq8J4-unsplash.jpg, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\regina-victorica-FH8hDSkq8J4-unsplash_overlay.png, , D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\regina-victorica-FH8hDSkq8J4-unsplash_from_input_yolo.png
person man, 0.5493, 920, 332, 1048, 493, 0.9581, 2400, 1596, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\regina-victorica-FH8hDSkq8J4-unsplash.jpg, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\regina-victorica-FH8hDSkq8J4-unsplash_overlay.png, , D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\regina-victorica-FH8hDSkq8J4-unsplash_from_input_yolo.png
plate, 0.5505, 1047, 1164, 1108, 1218, 0.9482, 2400, 1596, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\regina-victorica-FH8hDSkq8J4-unsplash.jpg, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\regina-victorica-FH8hDSkq8J4-unsplash_overlay.png, , D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\regina-victorica-FH8hDSkq8J4-unsplash_from_input_yolo.png
person man, 0.5863, 975, 440, 1086, 662, 0.9652, 2400, 1596, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\regina-victorica-FH8hDSkq8J4-unsplash.jpg, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\regina-victorica-FH8hDSkq8J4-unsplash_overlay.png, , D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\regina-victorica-FH8hDSkq8J4-unsplash_from_input_yolo.png
person man, 0.6193, 1723, 998, 1898, 1180, 0.9615, 2400, 1596, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\regina-victorica-FH8hDSkq8J4-unsplash.jpg, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\regina-victorica-FH8hDSkq8J4-unsplash_overlay.png, , D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\regina-victorica-FH8hDSkq8J4-unsplash_from_input_yolo.png
plate, 0.5536, 426, 1341, 473, 1384, 0.9559, 2400, 1596, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\regina-victorica-FH8hDSkq8J4-unsplash.jpg, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\regina-victorica-FH8hDSkq8J4-unsplash_overlay.png, , D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\regina-victorica-FH8hDSkq8J4-unsplash_from_input_yolo.png
person man, 0.5824, 1547, 285, 1694, 482, 0.9659, 2400, 1596, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\regina-victorica-FH8hDSkq8J4-unsplash.jpg, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\regina-victorica-FH8hDSkq8J4-unsplash_overlay.png, , D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\regina-victorica-FH8hDSkq8J4-unsplash_from_input_yolo.png
chair, 0.5695, 1740, 1270, 1960, 1458, 0.9872, 2400, 1596, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\regina-victorica-FH8hDSkq8J4-unsplash.jpg, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\regina-victorica-FH8hDSkq8J4-unsplash_overlay.png, , D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\regina-victorica-FH8hDSkq8J4-unsplash_from_input_yolo.png
person woman, 0.4924, 1581, 0, 1689, 277, 0.9542, 2400, 1596, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\regina-victorica-FH8hDSkq8J4-unsplash.jpg, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\regina-victorica-FH8hDSkq8J4-unsplash_overlay.png, , D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\regina-victorica-FH8hDSkq8J4-unsplash_from_input_yolo.png
person man, 0.5782, 0, 645, 136, 777, 0.9889, 2400, 1596, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\regina-victorica-FH8hDSkq8J4-unsplash.jpg, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\regina-victorica-FH8hDSkq8J4-unsplash_overlay.png, , D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\regina-victorica-FH8hDSkq8J4-unsplash_from_input_yolo.png
person man, 0.6000, 908, 601, 1042, 755, 0.9388, 2400, 1596, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\regina-victorica-FH8hDSkq8J4-unsplash.jpg, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\regina-victorica-FH8hDSkq8J4-unsplash_overlay.png, , D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\regina-victorica-FH8hDSkq8J4-unsplash_from_input_yolo.png
chair, 0.5611, 1384, 1058, 1536, 1288, 0.9615, 2400, 1596, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\regina-victorica-FH8hDSkq8J4-unsplash.jpg, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\regina-victorica-FH8hDSkq8J4-unsplash_overlay.png, , D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\regina-victorica-FH8hDSkq8J4-unsplash_from_input_yolo.png
chair, 0.5332, 748, 1210, 909, 1406, 0.9630, 2400, 1596, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\regina-victorica-FH8hDSkq8J4-unsplash.jpg, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\regina-victorica-FH8hDSkq8J4-unsplash_overlay.png, , D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\regina-victorica-FH8hDSkq8J4-unsplash_from_input_yolo.png
person man, 0.5967, 1622, 529, 1733, 644, 0.9236, 2400, 1596, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\regina-victorica-FH8hDSkq8J4-unsplash.jpg, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\regina-victorica-FH8hDSkq8J4-unsplash_overlay.png, , D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\regina-victorica-FH8hDSkq8J4-unsplash_from_input_yolo.png
person woman, 0.4810, 1081, 0, 1181, 180, 0.9711, 2400, 1596, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\regina-victorica-FH8hDSkq8J4-unsplash.jpg, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\regina-victorica-FH8hDSkq8J4-unsplash_overlay.png, , D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\regina-victorica-FH8hDSkq8J4-unsplash_from_input_yolo.png
person, 0.4261, 148, 64, 328, 318, 0.9238, 2400, 1596, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\regina-victorica-FH8hDSkq8J4-unsplash.jpg, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\regina-victorica-FH8hDSkq8J4-unsplash_overlay.png, , D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\regina-victorica-FH8hDSkq8J4-unsplash_from_input_yolo.png
person man, 0.5396, 897, 1347, 1059, 1527, 0.9487, 2400, 1596, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\regina-victorica-FH8hDSkq8J4-unsplash.jpg, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\regina-victorica-FH8hDSkq8J4-unsplash_overlay.png, , D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\regina-victorica-FH8hDSkq8J4-unsplash_from_input_yolo.png
person man, 0.5641, 1638, 643, 1779, 828, 0.9540, 2400, 1596, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\regina-victorica-FH8hDSkq8J4-unsplash.jpg, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\regina-victorica-FH8hDSkq8J4-unsplash_overlay.png, , D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\regina-victorica-FH8hDSkq8J4-unsplash_from_input_yolo.png
person man, 0.4923, 832, 0, 979, 275, 0.9676, 2400, 1596, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\regina-victorica-FH8hDSkq8J4-unsplash.jpg, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\regina-victorica-FH8hDSkq8J4-unsplash_overlay.png, , D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\regina-victorica-FH8hDSkq8J4-unsplash_from_input_yolo.png
plate, 0.5126, 1007, 799, 1043, 832, 0.9587, 2400, 1596, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\regina-victorica-FH8hDSkq8J4-unsplash.jpg, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\regina-victorica-FH8hDSkq8J4-unsplash_overlay.png, , D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\regina-victorica-FH8hDSkq8J4-unsplash_from_input_yolo.png
person man, 0.5468, 1041, 750, 1197, 969, 0.9595, 2400, 1596, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\regina-victorica-FH8hDSkq8J4-unsplash.jpg, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\regina-victorica-FH8hDSkq8J4-unsplash_overlay.png, , D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\regina-victorica-FH8hDSkq8J4-unsplash_from_input_yolo.png
person woman, 0.4641, 704, 1, 822, 201, 0.9720, 2400, 1596, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\regina-victorica-FH8hDSkq8J4-unsplash.jpg, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\regina-victorica-FH8hDSkq8J4-unsplash_overlay.png, , D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\regina-victorica-FH8hDSkq8J4-unsplash_from_input_yolo.png
plate, 0.5600, 999, 695, 1052, 733, 0.9694, 2400, 1596, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\regina-victorica-FH8hDSkq8J4-unsplash.jpg, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\regina-victorica-FH8hDSkq8J4-unsplash_overlay.png, , D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\regina-victorica-FH8hDSkq8J4-unsplash_from_input_yolo.png
person man, 0.6030, 2129, 1030, 2352, 1255, 0.9473, 2400, 1596, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\regina-victorica-FH8hDSkq8J4-unsplash.jpg, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\regina-victorica-FH8hDSkq8J4-unsplash_overlay.png, , D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\regina-victorica-FH8hDSkq8J4-unsplash_from_input_yolo.png
chair, 0.5068, 1648, 730, 1820, 882, 0.8950, 2400, 1596, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\regina-victorica-FH8hDSkq8J4-unsplash.jpg, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\regina-victorica-FH8hDSkq8J4-unsplash_overlay.png, , D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\regina-victorica-FH8hDSkq8J4-unsplash_from_input_yolo.png
chair, 0.5715, 1516, 1304, 1679, 1493, 0.9749, 2400, 1596, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\regina-victorica-FH8hDSkq8J4-unsplash.jpg, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\regina-victorica-FH8hDSkq8J4-unsplash_overlay.png, , D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\regina-victorica-FH8hDSkq8J4-unsplash_from_input_yolo.png
person, 0.4824, 318, 484, 490, 721, 0.9469, 2400, 1596, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\regina-victorica-FH8hDSkq8J4-unsplash.jpg, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\regina-victorica-FH8hDSkq8J4-unsplash_overlay.png, , D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\regina-victorica-FH8hDSkq8J4-unsplash_from_input_yolo.png
plate, 0.4968, 570, 322, 616, 355, 0.9072, 2400, 1596, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\regina-victorica-FH8hDSkq8J4-unsplash.jpg, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\regina-victorica-FH8hDSkq8J4-unsplash_overlay.png, , D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\regina-victorica-FH8hDSkq8J4-unsplash_from_input_yolo.png
person, 0.4968, 178, 272, 303, 391, 0.9418, 2400, 1596, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\regina-victorica-FH8hDSkq8J4-unsplash.jpg, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\regina-victorica-FH8hDSkq8J4-unsplash_overlay.png, , D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\regina-victorica-FH8hDSkq8J4-unsplash_from_input_yolo.png
person man, 0.5810, 123, 686, 310, 888, 0.9655, 2400, 1596, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\regina-victorica-FH8hDSkq8J4-unsplash.jpg, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\regina-victorica-FH8hDSkq8J4-unsplash_overlay.png, , D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\regina-victorica-FH8hDSkq8J4-unsplash_from_input_yolo.png
chair, 0.4670, 553, 943, 705, 1068, 0.8898, 2400, 1596, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\regina-victorica-FH8hDSkq8J4-unsplash.jpg, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\regina-victorica-FH8hDSkq8J4-unsplash_overlay.png, , D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\regina-victorica-FH8hDSkq8J4-unsplash_from_input_yolo.png
chair, 0.5181, 896, 438, 986, 580, 0.9148, 2400, 1596, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\regina-victorica-FH8hDSkq8J4-unsplash.jpg, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\regina-victorica-FH8hDSkq8J4-unsplash_overlay.png, , D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\regina-victorica-FH8hDSkq8J4-unsplash_from_input_yolo.png
chair, 0.4690, 868, 630, 944, 780, 0.8639, 2400, 1596, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\regina-victorica-FH8hDSkq8J4-unsplash.jpg, D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\regina-victorica-FH8hDSkq8J4-unsplash_overlay.png, , D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\regina-victorica-FH8hDSkq8J4-unsplash_from_input_yolo.png
