class,confidence,x1,y1,x2,y2,mask_score,image_w,image_h,source_path,gdino_overlay_path,seg_overlay_path,yolo_overlay_path
star,0.3988,615,2158,717,2303,0.9650,5184,3456,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\john-matychuk-yvfp5YHWGsc-unsplash.jpg,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\john-matychuk-yvfp5YHWGsc-unsplash_overlay.png,,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\john-matychuk-yvfp5YHWGsc-unsplash_from_input_yolo.png
phone car,0.4921,1786,1856,1989,2255,0.9881,5184,3456,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\john-matychuk-yvfp5YHWGsc-unsplash.jpg,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\john-matychuk-yvfp5YHWGsc-unsplash_overlay.png,,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\john-matychuk-yvfp5YHWGsc-unsplash_from_input_yolo.png
car,0.5248,4365,2354,4605,2800,0.9844,5184,3456,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\john-matychuk-yvfp5YHWGsc-unsplash.jpg,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\john-matychuk-yvfp5YHWGsc-unsplash_overlay.png,,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\john-matychuk-yvfp5YHWGsc-unsplash_from_input_yolo.png
car,0.5450,1529,414,1930,595,0.9378,5184,3456,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\john-matychuk-yvfp5YHWGsc-unsplash.jpg,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\john-matychuk-yvfp5YHWGsc-unsplash_overlay.png,,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\john-matychuk-yvfp5YHWGsc-unsplash_from_input_yolo.png
car,0.5179,3329,818,3493,1133,0.9905,5184,3456,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\john-matychuk-yvfp5YHWGsc-unsplash.jpg,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\john-matychuk-yvfp5YHWGsc-unsplash_overlay.png,,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\john-matychuk-yvfp5YHWGsc-unsplash_from_input_yolo.png
car,0.5534,2159,800,2321,1144,0.9864,5184,3456,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\john-matychuk-yvfp5YHWGsc-unsplash.jpg,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\john-matychuk-yvfp5YHWGsc-unsplash_overlay.png,,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\john-matychuk-yvfp5YHWGsc-unsplash_from_input_yolo.png
car,0.4123,3781,762,4027,1190,0.9805,5184,3456,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\john-matychuk-yvfp5YHWGsc-unsplash.jpg,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\john-matychuk-yvfp5YHWGsc-unsplash_overlay.png,,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\john-matychuk-yvfp5YHWGsc-unsplash_from_input_yolo.png
phone car,0.4930,2567,1804,2756,2212,0.9890,5184,3456,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\john-matychuk-yvfp5YHWGsc-unsplash.jpg,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\john-matychuk-yvfp5YHWGsc-unsplash_overlay.png,,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\john-matychuk-yvfp5YHWGsc-unsplash_from_input_yolo.png
car,0.5038,3080,796,3245,1126,0.9868,5184,3456,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\john-matychuk-yvfp5YHWGsc-unsplash.jpg,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\john-matychuk-yvfp5YHWGsc-unsplash_overlay.png,,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\john-matychuk-yvfp5YHWGsc-unsplash_from_input_yolo.png
phone car,0.4346,1749,2395,1946,2858,0.9874,5184,3456,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\john-matychuk-yvfp5YHWGsc-unsplash.jpg,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\john-matychuk-yvfp5YHWGsc-unsplash_overlay.png,,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\john-matychuk-yvfp5YHWGsc-unsplash_from_input_yolo.png
phone car,0.4310,1526,1808,1721,2242,0.9809,5184,3456,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\john-matychuk-yvfp5YHWGsc-unsplash.jpg,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\john-matychuk-yvfp5YHWGsc-unsplash_overlay.png,,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\john-matychuk-yvfp5YHWGsc-unsplash_from_input_yolo.png
car,0.4356,1917,732,2091,1124,0.9897,5184,3456,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\john-matychuk-yvfp5YHWGsc-unsplash.jpg,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\john-matychuk-yvfp5YHWGsc-unsplash_overlay.png,,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\john-matychuk-yvfp5YHWGsc-unsplash_from_input_yolo.png
car,0.6483,1962,415,2347,566,0.9721,5184,3456,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\john-matychuk-yvfp5YHWGsc-unsplash.jpg,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\john-matychuk-yvfp5YHWGsc-unsplash_overlay.png,,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\john-matychuk-yvfp5YHWGsc-unsplash_from_input_yolo.png
phone car,0.3537,1238,2309,1438,2754,0.9805,5184,3456,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\john-matychuk-yvfp5YHWGsc-unsplash.jpg,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\john-matychuk-yvfp5YHWGsc-unsplash_overlay.png,,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\john-matychuk-yvfp5YHWGsc-unsplash_from_input_yolo.png
door,0.3634,3127,2461,3250,2698,0.9625,5184,3456,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\john-matychuk-yvfp5YHWGsc-unsplash.jpg,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\john-matychuk-yvfp5YHWGsc-unsplash_overlay.png,,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\john-matychuk-yvfp5YHWGsc-unsplash_from_input_yolo.png
potted plant tree,0.3954,3028,507,3206,670,0.9613,5184,3456,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\input\john-matychuk-yvfp5YHWGsc-unsplash.jpg,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\groundingdino_sam\john-matychuk-yvfp5YHWGsc-unsplash_overlay.png,,D:\back\projects_and_portfolio\Deep Learning\04_pc_vision\multi_methode\images\yolo\john-matychuk-yvfp5YHWGsc-unsplash_from_input_yolo.png
